"REF_DATE","GEO","DGUID","School board revenues by direct source of funds","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1998","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","60624","","","","0"
"1999","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","63306","","","","0"
"2000","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","65065","","","","0"
"2001","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","69726","","","","0"
"2002","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","68468","","","","0"
"2003","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","70302","","","","0"
"2004","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","77506","","","","0"
"2005","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","85824","","","","0"
"2006","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","83688","","","","0"
"2007","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","86144","","","","0"
"2008","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","87836","","","","0"
"2009","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","89324","","","","0"
"2010","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","93331","","","","0"
"2011","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","97306","","","","0"
"2012","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","99512","","","","0"
"2013","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","112943","","","","0"
"2014","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","136415","","","","0"
"2015","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","135869","","","","0"
"2016","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","130153","","","","0"
"2017","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","132508","","","","0"
"2018","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","125381","","","","0"
"2019","Yukon","2016A000260","Total revenues","Dollars","81","thousands","3","v1025915","12.6","136936","","","","0"
"1990","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","46850","","","","0"
"1991","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","57356","","","","0"
"1992","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","65522","","","","0"
"1993","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","59244","","","","0"
"1994","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","57918","","","","0"
"1995","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","60715","","","","0"
"1996","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","59195","","","","0"
"1997","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","59969","","","","0"
"1998","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","57955","","","","0"
"1999","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","61692","","","","0"
"2000","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","63141","","","","0"
"2001","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","68012","","","","0"
"2002","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","66851","","","","0"
"2003","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","68632","","","","0"
"2004","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","75707","","","","0"
"2005","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","83320","","","","0"
"2006","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","80900","","","","0"
"2007","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","83152","","","","0"
"2008","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","84807","","","","0"
"2009","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","86378","","","","0"
"2010","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","90389","","","","0"
"2011","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","94272","","","","0"
"2012","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","96490","","","","0"
"2013","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","109886","","","","0"
"2014","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","133535","","","","0"
"2015","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","133016","","","","0"
"2016","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","123903","","","","0"
"2017","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","124154","","","","0"
"2018","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","116666","","","","0"
"2019","Yukon","2016A000260","Provincial government sources","Dollars","81","thousands","3","v1025911","12.2","128978","","","","0"
"1990","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","1371","","","","0"
"1991","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","1209","","","","0"
"1992","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","1031","","","","0"
"1993","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","1085","","","","0"
"1994","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","1171","","","","0"
"1995","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","1131","","","","0"
"1996","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","970","","","","0"
"1997","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","986","","","","0"
"1998","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","739","","","","0"
"1999","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","810","","","","0"
"2000","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","712","","","","0"
"2001","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","759","","","","0"
"2002","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","761","","","","0"
"2003","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","191","","","","0"
"2004","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","0","","","","0"
"2005","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","0","","","","0"
"2006","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","0","","","","0"
"2007","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","1922","","","","0"
"2008","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","2581","","","","0"
"2009","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","2466","","","","0"
"2010","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","2475","","","","0"
"2011","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","2541","","","","0"
"2012","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","2556","","","","0"
"2013","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","2572","","","","0"
"2014","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","2540","","","","0"
"2015","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","2480","","","","0"
"2016","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","5960","","","","0"
"2017","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","7881","","","","0"
"2018","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","8309","","","","0"
"2019","Yukon","2016A000260","Federal government sources","Dollars","81","thousands","3","v1025912","12.3","7001","","","","0"
"1990","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","118001","","","","0"
"1991","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","130709","","","","0"
"1992","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","137875","","","","0"
"1993","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","148338","","","","0"
"1994","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","156288","","","","0"
"1995","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","164758","","","","0"
"1996","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","163084","","","","0"
"1997","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","161175","","","","0"
"1998","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","161686","","","","0"
"1999","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","171362","","","","0"
"2000","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","192630","","","","0"
"2001","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","203505","","","","0"
"2002","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","211101","","","","0"
"2003","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","224670","","","","0"
"2004","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","233070","","","","0"
"2005","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","242277","","","","0"
"2006","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","252917","","","","0"
"2007","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","270571","","","","0"
"2008","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","291813","","","","0"
"2009","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","301027","","","","0"
"2010","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","302937","","","","0"
"2011","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","303483","","","","0"
"2012","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","314601","","","","0"
"2013","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","313254","","","","0"
"2014","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","323099","","","","0"
"2015","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","324437","","","","0"
"2016","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","327974","","","","0"
"2017","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","335827","","","","0"
"2018","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","352511","","","","0"
"2019","Northwest Territories","2016A000261","Total revenues","Dollars","81","thousands","3","v1025921","13.6","370198","","","","0"
"1990","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","105421","","","","0"
"1991","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","116837","","","","0"
"1992","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","124081","","","","0"
"1993","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","134449","","","","0"
"1994","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","142315","","","","0"
"1995","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","149931","","","","0"
"1996","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","147538","","","","0"
"1997","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","145345","","","","0"
"1998","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","143629","","","","0"
"1999","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","143802","","","","0"
"2000","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","158647","","","","0"
"2001","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","171029","","","","0"
"2002","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","181399","","","","0"
"2003","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","192164","","","","0"
"2004","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","199644","","","","0"
"2005","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","208324","","","","0"
"2006","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","217384","","","","0"
"2007","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","233027","","","","0"
"2008","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","254664","","","","0"
"2009","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","266275","","","","0"
"2010","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","266497","","","","0"
"2011","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","264716","","","","0"
"2012","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","267409","","","","0"
"2013","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","265075","","","","0"
"2014","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","275656","","","","0"
"2015","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","276511","","","","0"
"2016","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","279617","","","","0"
"2017","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","287050","","","","0"
"2018","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","303875","","","","0"
"2019","Northwest Territories","2016A000261","Provincial government sources","Dollars","81","thousands","3","v1025917","13.2","304427","","","","0"
"1990","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","1103","","","","0"
"1991","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","1480","","","","0"
"1992","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","1507","","","","0"
"1993","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","1736","","","","0"
"1994","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","1631","","","","0"
"1995","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","1695","","","","0"
"1996","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","1663","","","","0"
"1997","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","1674","","","","0"
"1998","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","3450","","","","0"
"1999","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","10489","","","","0"
"2000","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","11920","","","","0"
"2001","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","12722","","","","0"
"2002","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","13370","","","","0"
"2003","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","14270","","","","0"
"2004","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","14635","","","","0"
"2005","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","15482","","","","0"
"2006","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","16600","","","","0"
"2007","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","17767","","","","0"
"2008","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","18650","","","","0"
"2009","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","19032","","","","0"
"2010","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","19910","","","","0"
"2011","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","19918","","","","0"
"2012","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","21704","","","","0"
"2013","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","21859","","","","0"
"2014","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","20038","","","","0"
"2015","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","20403","","","","0"
"2016","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","20446","","","","0"
"2017","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","21551","","","","0"
"2018","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","11930","","","","0"
"2019","Northwest Territories","2016A000261","Federal government sources","Dollars","81","thousands","3","v1025918","13.3","28189","","","","0"


