"REF_DATE","GEO","DGUID","School board revenues by direct source of funds","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1999","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","5414936","","","","0"
"2000","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","5803620","","","","0"
"2001","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","5967632","","","","0"
"2002","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","6204387","","","","0"
"2003","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","6387132","","","","0"
"2004","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","6407860","","","","0"
"2005","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","6455941","","","","0"
"2006","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","6905593","","","","0"
"2007","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","7570395","","","","0"
"2008","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","7873325","","","","0"
"2009","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","8188745","","","","0"
"2010","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","8437416","","","","0"
"2011","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","8650067","","","","0"
"2012","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","8549166","","","","0"
"2013","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","8518872","","","","0"
"2014","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","8500404","","","","0"
"2015","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","8457614","","","","0"
"2016","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","8959045","","","","0"
"2017","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","9500541","","","","0"
"2018","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","10726141","","","","0"
"2019","Quebec","2016A000224","Provincial government sources","Dollars","81","thousands","3","v1025875","6.2","11421382","","","","0"
"1990","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","31325","","","","0"
"1991","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","38578","","","","0"
"1992","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","18237","","","","0"
"1993","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","8431","","","","0"
"1994","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","8525","","","","0"
"1995","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","8870","","","","0"
"1996","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","10387","","","","0"
"1997","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","12688","","","","0"
"1998","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","12750","","","","0"
"1999","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","12670","","","","0"
"2000","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","12353","","","","0"
"2001","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","12706","","","","0"
"2002","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","13739","","","","0"
"2003","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","14568","","","","0"
"2004","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","14772","","","","0"
"2005","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","15339","","","","0"
"2006","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","15878","","","","0"
"2007","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","15833","","","","0"
"2008","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","14940","","","","0"
"2009","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","15584","","","","0"
"2010","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","18908","","","","0"
"2011","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","21174","","","","0"
"2012","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","36975","","","","0"
"2013","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","27526","","","","0"
"2014","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","32342","","","","0"
"2015","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","28984","","","","0"
"2016","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","30191","","","","0"
"2017","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","31809","","","","0"
"2018","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","25518","","","","0"
"2019","Quebec","2016A000224","Federal government sources","Dollars","81","thousands","3","v1025876","6.3","21168","","","","0"
"1990","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","11350815","","","","0"
"1991","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","12622744","","","","0"
"1992","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","13237365","","","","0"
"1993","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","13142404","","","","0"
"1994","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","13459806","","","","0"
"1995","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","13506754","","","","0"
"1996","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","13277336","","","","0"
"1997","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","13243872","","","","0"
"1998","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","13589657","","","","0"
"1999","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","13744068","","","","0"
"2000","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","14034320","","","","0"
"2001","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","14427039","","","","0"
"2002","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","14843304","","","","0"
"2003","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","15973867","","","","0"
"2004","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","17250811","","","","0"
"2005","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","18091070","","","","0"
"2006","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","18760520","","","","0"
"2007","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","19651115","","","","0"
"2008","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","20202047","","","","0"
"2009","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","20984000","","","","0"
"2010","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","22274776","","","","0"
"2011","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","23594794","","","","0"
"2012","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","24199786","","","","0"
"2013","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","24647990","","","","0"
"2014","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","25089052","","","","0"
"2015","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","25490822","","","","0"
"2016","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","26198965","","","","0"
"2017","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","27716015","","","","0"
"2018","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","28258402","","","","0"
"2019","Ontario","2016A000235","Total revenues","Dollars","81","thousands","3","v1025885","7.6","27191649","","","","0"
"1990","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","4745394","","","","0"
"1991","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","5201001","","","","0"
"1992","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","5289425","","","","0"
"1993","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","4975177","","","","0"
"1994","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","5088285","","","","0"
"1995","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","4883523","","","","0"
"1996","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","4509909","","","","0"
"1997","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","4219778","","","","0"
"1998","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","7341096","","","","0"
"1999","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","7635317","","","","0"
"2000","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","7912373","","","","0"
"2001","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","8056851","","","","0"
"2002","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","8607022","","","","0"
"2003","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","9368806","","","","0"
"2004","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","9954829","","","","0"
"2005","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","10723895","","","","0"
"2006","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","11218070","","","","0"
"2007","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","11674581","","","","0"
"2008","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","12311315","","","","0"
"2009","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","13169269","","","","0"
"2010","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","14446438","","","","0"
"2011","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","15781862","","","","0"
"2012","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","16599695","","","","0"
"2013","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","16783072","","","","0"
"2014","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","17103983","","","","0"
"2015","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","17262947","","","","0"
"2016","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","17799219","","","","0"
"2017","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","19181337","","","","0"
"2018","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","19343260","","","","0"
"2019","Ontario","2016A000235","Provincial government sources","Dollars","81","thousands","3","v1025881","7.2","18540422","","","","0"
"1990","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","47463","","","","0"
"1991","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","63862","","","","0"
"1992","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","63877","","","","0"
"1993","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","77158","","","","0"
"1994","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","79745","","","","0"
"1995","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","95610","","","","0"
"1996","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","76776","","","","0"
"1997","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","74163","","","","0"
"1998","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","80784","","","","0"
"1999","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","91823","","","","0"
"2000","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","91484","","","","0"
"2001","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","94093","","","","0"
"2002","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","95627","","","","0"
"2003","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","103399","","","","0"
"2004","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","107415","","","","0"
"2005","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","119663","","","","0"
"2006","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","129464","","","","0"
"2007","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","129704","","","","0"
"2008","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","136969","","","","0"
"2009","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","144913","","","","0"
"2010","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","139335","","","","0"
"2011","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","132320","","","","0"
"2012","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","119010","","","","0"
"2013","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","117817","","","","0"
"2014","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","116979","","","","0"
"2015","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","114908","","","","0"
"2016","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","118216","","","","0"
"2017","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","133699","","","","0"
"2018","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","133096","","","","0"
"2019","Ontario","2016A000235","Federal government sources","Dollars","81","thousands","3","v1025882","7.3","129178","","","","0"
"1990","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1038474","","","","0"
"1991","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1087650","","","","0"
"1992","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1121579","","","","0"
"1993","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1142811","","","","0"
"1994","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1142666","","","","0"
"1995","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1151811","","","","0"
"1996","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1169656","","","","0"
"1997","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1183018","","","","0"
"1998","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1213857","","","","0"
"1999","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1255948","","","","0"
"2000","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1328579","","","","0"
"2001","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1406738","","","","0"
"2002","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1461531","","","","0"
"2003","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1524354","","","","0"
"2004","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1577816","","","","0"
"2005","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1606766","","","","0"
"2006","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1658509","","","","0"
"2007","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1736104","","","","0"
"2008","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1803405","","","","0"
"2009","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1879980","","","","0"
"2010","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","1954079","","","","0"
"2011","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","2022269","","","","0"
"2012","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","2135490","","","","0"
"2013","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","2215595","","","","0"
"2014","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","2287113","","","","0"
"2015","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","2392237","","","","0"
"2016","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","2491041","","","","0"
"2017","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","2535670","","","","0"
"2018","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","2622010","","","","0"
"2019","Manitoba","2016A000246","Total revenues","Dollars","81","thousands","3","v1025891","8.6","2618340","","","","0"
"1990","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","532891","","","","0"
"1991","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","555973","","","","0"
"1992","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","581779","","","","0"
"1993","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","591658","","","","0"
"1994","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","576079","","","","0"
"1995","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","571127","","","","0"
"1996","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","572277","","","","0"
"1997","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","569897","","","","0"
"1998","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","579831","","","","0"
"1999","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","597415","","","","0"
"2000","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","621060","","","","0"
"2001","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","634432","","","","0"
"2002","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","655017","","","","0"
"2003","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","692548","","","","0"
"2004","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","746649","","","","0"
"2005","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","853944","","","","0"
"2006","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","943283","","","","0"
"2007","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","1002362","","","","0"
"2008","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","1059669","","","","0"
"2009","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","1119793","","","","0"
"2010","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","1164964","","","","0"
"2011","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","1222569","","","","0"
"2012","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","1277123","","","","0"
"2013","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","1295414","","","","0"
"2014","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","1318042","","","","0"
"2015","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","1345382","","","","0"
"2016","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","1367763","","","","0"
"2017","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","1378517","","","","0"
"2018","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","1405241","","","","0"
"2019","Manitoba","2016A000246","Provincial government sources","Dollars","81","thousands","3","v1025887","8.2","1403956","","","","0"
"1990","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","10661","","","","0"
"1991","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","10925","","","","0"
"1992","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","12837","","","","0"
"1993","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","14626","","","","0"
"1994","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","16184","","","","0"
"1995","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","16012","","","","0"
"1996","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","14399","","","","0"
"1997","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","13806","","","","0"
"1998","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","12502","","","","0"
"1999","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","12054","","","","0"
"2000","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","13782","","","","0"
"2001","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","14839","","","","0"
"2002","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","15240","","","","0"
"2003","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","15307","","","","0"
"2004","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","14207","","","","0"
"2005","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","13640","","","","0"
"2006","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","9036","","","","0"
"2007","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","2329","","","","0"
"2008","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","4319","","","","0"
"2009","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","9859","","","","0"
"2010","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","13495","","","","0"
"2011","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","13471","","","","0"
"2012","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","18379","","","","0"
"2013","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","37611","","","","0"
"2014","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","7905","","","","0"
"2015","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","12997","","","","0"
"2016","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","8765","","","","0"
"2017","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","8116","","","","0"
"2018","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","11229","","","","0"
"2019","Manitoba","2016A000246","Federal government sources","Dollars","81","thousands","3","v1025888","8.3","7823","","","","0"
"1990","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","919142","","","","0"
"1991","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","947305","","","","0"
"1992","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","946518","","","","0"
"1993","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","942309","","","","0"
"1994","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","932936","","","","0"
"1995","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","946524","","","","0"
"1996","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","955797","","","","0"
"1997","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","1000161","","","","0"
"1998","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","1013142","","","","0"
"1999","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","1058943","","","","0"
"2000","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","1099249","","","","0"
"2001","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","1187142","","","","0"
"2002","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","1244056","","","","0"
"2003","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","1300335","","","","0"
"2004","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","1336768","","","","0"
"2005","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","1375893","","","","0"
"2006","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","1433760","","","","0"
"2007","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","1545768","","","","0"
"2008","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","1651263","","","","0"
"2009","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","1796157","","","","0"
"2010","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","1860347","","","","0"
"2011","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","1929231","","","","0"
"2012","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","2150802","","","","0"
"2013","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","2120013","","","","0"
"2014","Saskatchewan","2016A000247","Total revenues","Dollars","81","thousands","3","v1025897","9.6","2188669","","","","0"
