"REF_DATE","GEO","DGUID","Type of structure","Type of work","Investment Value","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-07","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","122428931","","","","0"
"2020-08","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","143110760","","","","0"
"2020-09","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","151024416","","","","0"
"2020-10","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","154282739","","","","0"
"2020-11","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","143928987","","","","0"
"2020-12","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","113331886","","","","0"
"2021-01","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","83208687","","","","0"
"2021-02","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","64733403","","","","0"
"2021-03","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","55985159","","","","0"
"2021-04","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","68741552","","","","0"
"2021-05","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","108593346","","","","0"
"2021-06","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","132433234","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","118145357","","","","0"
"2021-08","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","86919836","","","","0"
"2021-09","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","72465130","","","","0"
"2021-10","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","97719613","","","","0"
"2021-11","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","154333996","","","","0"
"2021-12","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","157741612","","","","0"
"2022-01","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","115949350","","","","0"
"2022-02","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","69709246","","","","0"
"2022-03","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","63563574","","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","62510333","","","","0"
"2022-05","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","85227388","","","","0"
"2022-06","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","121412193","","","","0"
"2022-07","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","147039349","","","","0"
"2022-08","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","158131608","","","","0"
"2022-09","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","141599054","","","","0"
"2010-01","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","22491002","","","","0"
"2010-02","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","22167729","","","","0"
"2010-03","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","13109622","","","","0"
"2010-04","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","10859018","","","","0"
"2010-05","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","16004808","","","","0"
"2010-06","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","35311563","","","","0"
"2010-07","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","46113759","","","","0"
"2010-08","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","37158216","","","","0"
"2010-09","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","29344182","","","","0"
"2010-10","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","21283545","","","","0"
"2010-11","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","19721205","","","","0"
"2010-12","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","20817399","","","","0"
"2011-01","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","22360788","","","","0"
"2011-02","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","14832074","","","","0"
"2011-03","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","10079232","","","","0"
"2011-04","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","12503730","","","","0"
"2011-05","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","18065515","","","","0"
"2011-06","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","23141518","","","","0"
"2011-07","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","32822482","","","","0"
"2011-08","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","37924082","","","","0"
"2011-09","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","32898135","","","","0"
"2011-10","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","28002883","","","","0"
"2011-11","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","25303660","","","","0"
"2011-12","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","25947004","","","","0"
"2012-01","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","22385841","","","","0"
"2012-02","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","14131961","","","","0"
"2012-03","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","9866272","","","","0"
"2012-04","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","9345390","","","","0"
"2012-05","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","19058542","","","","0"
"2012-06","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","32005536","","","","0"
"2012-07","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","35363320","","","","0"
"2012-08","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","29452659","","","","0"
"2012-09","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","49102525","","","","0"
"2012-10","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","48075035","","","","0"
"2012-11","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","34389073","","","","0"
"2012-12","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","26324207","","","","0"
"2013-01","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","19901201","","","","0"
"2013-02","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","14123972","","","","0"
"2013-03","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","9585984","","","","0"
"2013-04","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","7673436","","","","0"
"2013-05","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","16945233","","","","0"
"2013-06","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","37806937","","","","0"
"2013-07","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","48685745","","","","0"
"2013-08","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","43061352","","","","0"
"2013-09","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","32732510","","","","0"
"2013-10","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","22547652","","","","0"
"2013-11","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","20025885","","","","0"
"2013-12","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","18259538","","","","0"
"2014-01","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","16086179","","","","0"
"2014-02","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","12329018","","","","0"
"2014-03","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","10504495","","","","0"
"2014-04","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","7717228","","","","0"
"2014-05","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","17438905","","","","0"
"2014-06","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","36012070","","","","0"
"2014-07","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","38772005","","","","0"
"2014-08","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","27608586","","","","0"
"2014-09","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","21693468","","","","0"
"2014-10","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","24079672","","","","0"
"2014-11","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","30736763","","","","0"
"2014-12","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","30602374","","","","0"
"2015-01","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","31779135","","","","0"
"2015-02","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","25793561","","","","0"
"2015-03","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","14039645","","","","0"
"2015-04","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","9672984","","","","0"
"2015-05","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","11386370","","","","0"
"2015-06","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","17189957","","","","0"
"2015-07","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","27174786","","","","0"
"2015-08","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","34122122","","","","0"
"2015-09","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","38997215","","","","0"
"2015-10","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","36460524","","","","0"
"2015-11","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","29559101","","","","0"
"2015-12","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","21755919","","","","0"
"2016-01","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","15098029","","","","0"
"2016-02","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","8540656","","","","0"
"2016-03","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","9455953","","","","0"
"2016-04","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","15979044","","","","0"
"2016-05","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","27767278","","","","0"
"2016-06","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","29466938","","","","0"
"2016-07","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","26176089","","","","0"
"2016-08","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","30800620","","","","0"
"2016-09","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","36166985","","","","0"
"2016-10","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","40784913","","","","0"
"2016-11","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","36100892","","","","0"
"2016-12","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","30597857","","","","0"
"2017-01","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","24890377","","","","0"
"2017-02","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","15787244","","","","0"
"2017-03","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","11169277","","","","0"
"2017-04","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","16714222","","","","0"
"2017-05","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","25876670","","","","0"
"2017-06","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","35487412","","","","0"
"2017-07","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","38109975","","","","0"
"2017-08","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","38117529","","","","0"
"2017-09","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","52201201","","","","0"
"2017-10","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","48883609","","","","0"
"2017-11","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","40281493","","","","0"
"2017-12","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","39636657","","","","0"
"2018-01","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","36340459","","","","0"
"2018-02","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","26114467","","","","0"
"2018-03","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","19948058","","","","0"
"2018-04","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","27868066","","","","0"
"2018-05","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","30245417","","","","0"
"2018-06","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","44594409","","","","0"
"2018-07","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","40888617","","","","0"
"2018-08","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","33510091","","","","0"
"2018-09","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","37651508","","","","0"
"2018-10","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","39364595","","","","0"
"2018-11","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","44875256","","","","0"
"2018-12","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","47063157","","","","0"
"2019-01","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","42802590","","","","0"
"2019-02","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","33927452","","","","0"
"2019-03","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","24731051","","","","0"
"2019-04","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","23417527","","","","0"
"2019-05","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","33425106","","","","0"
"2019-06","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","57721233","","","","0"
"2019-07","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","66931202","","","","0"
"2019-08","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","63958980","","","","0"
"2019-09","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","64039904","","","","0"
"2019-10","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","64036117","","","","0"
"2019-11","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","63492599","","","","0"
"2019-12","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","53694507","","","","0"
"2020-01","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","42278084","","","","0"
"2020-02","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","33336063","","","","0"
"2020-03","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","26386078","","","","0"
"2020-04","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","20006991","","","","0"
"2020-05","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","24693873","","","","0"
"2020-06","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","46936076","","","","0"
"2020-07","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","65322650","","","","0"
"2020-08","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","62769392","","","","0"
"2020-09","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","67890033","","","","0"
"2020-10","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","68261962","","","","0"
"2020-11","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","67685394","","","","0"
"2020-12","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","55189019","","","","0"
"2021-01","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","49238901","","","","0"
"2021-02","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","44595929","","","","0"
"2021-03","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","38078802","","","","0"
"2021-04","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","58780290","","","","0"
"2021-05","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","75119085","","","","0"
"2021-06","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","76812165","","","","0"
"2021-07","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","80305057","","","","0"
"2021-08","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","70725531","","","","0"
"2021-09","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","63512799","","","","0"
"2021-10","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","74682822","","","","0"
"2021-11","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","66611003","","","","0"
"2021-12","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","61940754","","","","0"
"2022-01","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","56168755","","","","0"
"2022-02","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","44970582","","","","0"
"2022-03","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","37260128","","","","0"
"2022-04","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","39626614","","","","0"
"2022-05","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","59096118","","","","0"
"2022-06","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","63178315","","","","0"
"2022-07","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","64675855","","","","0"
"2022-08","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","62920645","","","","0"
