"REF_DATE","GEO","DGUID","Type of structure","Type of work","Investment Value","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012-09","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","179116265","","","","0"
"2012-10","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","162122194","","","","0"
"2012-11","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","156911263","","","","0"
"2012-12","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","135527938","","","","0"
"2013-01","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","104505196","","","","0"
"2013-02","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","80061137","","","","0"
"2013-03","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","66554541","","","","0"
"2013-04","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","66480917","","","","0"
"2013-05","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","109369091","","","","0"
"2013-06","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","165207364","","","","0"
"2013-07","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","185561712","","","","0"
"2013-08","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","180324439","","","","0"
"2013-09","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","151081594","","","","0"
"2013-10","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","150671340","","","","0"
"2013-11","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","146049373","","","","0"
"2013-12","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","119203653","","","","0"
"2014-01","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","96679415","","","","0"
"2014-02","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","76985009","","","","0"
"2014-03","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","62210229","","","","0"
"2014-04","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","69047693","","","","0"
"2014-05","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","78363317","","","","0"
"2014-06","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","130797613","","","","0"
"2014-07","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","179653166","","","","0"
"2014-08","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","182506758","","","","0"
"2014-09","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","156198552","","","","0"
"2014-10","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","137871671","","","","0"
"2014-11","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","129641025","","","","0"
"2014-12","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","109772601","","","","0"
"2015-01","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","93714242","","","","0"
"2015-02","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","63325908","","","","0"
"2015-03","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","50248579","","","","0"
"2015-04","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","64243399","","","","0"
"2015-05","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","84190256","","","","0"
"2015-06","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","134945614","","","","0"
"2015-07","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","170346711","","","","0"
"2015-08","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","163037357","","","","0"
"2015-09","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","139823688","","","","0"
"2015-10","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","131019968","","","","0"
"2015-11","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","119967834","","","","0"
"2015-12","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","92773152","","","","0"
"2016-01","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","84527777","","","","0"
"2016-02","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","80612565","","","","0"
"2016-03","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","55398214","","","","0"
"2016-04","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","59244006","","","","0"
"2016-05","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","93982783","","","","0"
"2016-06","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","123029648","","","","0"
"2016-07","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","121978226","","","","0"
"2016-08","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","116359990","","","","0"
"2016-09","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","127471079","","","","0"
"2016-10","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","120832050","","","","0"
"2016-11","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","117162341","","","","0"
"2016-12","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","104019706","","","","0"
"2017-01","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","80668018","","","","0"
"2017-02","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","55453725","","","","0"
"2017-03","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","41530352","","","","0"
"2017-04","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","38074766","","","","0"
"2017-05","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","73924539","","","","0"
"2017-06","Newfoundland and Labrador","2016A000210","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954418","2.2.1.1","95652102","","","","0"
